user_id,num_levels_completed,unique_levels_completed,returns,total_time_played,active_time,abtest_value
zBToQb5xAyJtwmDsH0zajA9z9y09FlpeWiDNtIl4,8,8,1,480,180,1
Zh9byO5Oe03PlMTz4P2eJHHoF5ibcx4bPemn2sbg,7,7,0,1770,720,2
ZJOi3j4iyXWuXi46LC33jVWsGbQ86Vz5EonIHs0f,3,3,0,90,90,1
ZMhLO4YDBiJETRaZxqPvpFBCFTRngBwgnO2bT1Pv,8,8,0,270,270,1
ZnMlIIPxk6MbeCfLJ5Qhv0IdJu247Bg7Z3sILhf6,1,1,0,60,60,2
znRaOx6lFt2KhGAhvxQVef6iyfVd85yHtqRhXXDC,7,7,0,120,120,1
zOOJLdVx8r1T8xrhNMk7iyLxOy4FrjY07MKS0Fp8,1,1,0,180,180,1
ZpjN4VGH6AYc9PCwwt6XgdrhfVC6I1pIrIwwEddL,11,11,0,870,840,2
zqysBFBbAxxTivehg6VoCx8ZqObphe1QEzjfeUrO,7,7,0,120,120,1
ZV54G2tNWSKIjXJtghpRztOYoZCgHV8HRdLyffmc,6,6,0,300,300,2
zVbUHKIyamAu0mIYK0NXqb6rstUjvXj4SuZzfH8q,5,5,0,150,150,2
ZXq8lC8Im4I1DKnuL8PbHjC3KP0XPGVOEmX0Y5Ik,7,7,0,180,180,2
zyQGQjHIXnjfVK39lBD3VR5b0D5aT7QtFHaw0ReY,0,0,0,30,30,2
